user_name,user_cpf,user_email,track_id,rating_track,n_listen
User9,97091540855,user9@example.com,4V1Sh9Y2z6e8HpzNOet5rC,1,19
User8,99919249023,user8@example.com,0NZKfcua68wuZePhjp8N2I,5,21
User9,97091540855,user9@example.com,0NZKfcua68wuZePhjp8N2I,1,44
User7,39570085044,user7@example.com,6zFWxD9hkOPAIlgWAGyQGQ,1,21
User4,23242521887,user4@example.com,66F6YyfnWy6cNc6bd3zl2C,3,33
User8,99919249023,user8@example.com,66F6YyfnWy6cNc6bd3zl2C,4,16
User4,23242521887,user4@example.com,22c6Yop5YVEAhw8UG6O1W1,5,50
User3,52976634844,user3@example.com,0SoYN9bRGPj7qV6loQKCTO,2,47
User9,97091540855,user9@example.com,0SoYN9bRGPj7qV6loQKCTO,2,34
User4,23242521887,user4@example.com,0SoYN9bRGPj7qV6loQKCTO,1,25
User3,52976634844,user3@example.com,19A7srqQSXoW14muGyiHjg,1,2
User2,96581948845,user2@example.com,19A7srqQSXoW14muGyiHjg,2,5
User1,81535322800,user1@example.com,0XQQpq855N5rnUsFBXo2ml,2,11
User1,81535322800,user1@example.com,0XQQpq855N5rnUsFBXo2ml,1,40
User1,81535322800,user1@example.com,0XQQpq855N5rnUsFBXo2ml,5,1
User7,39570085044,user7@example.com,0XQQpq855N5rnUsFBXo2ml,2,43
User4,23242521887,user4@example.com,0XQQpq855N5rnUsFBXo2ml,1,32
User10,48017760206,user10@example.com,0nBPI5KxKOeOtr24sdGpE6,1,6
User9,97091540855,user9@example.com,0nBPI5KxKOeOtr24sdGpE6,4,42
User6,30974519179,user6@example.com,2aMZEJZwWouRzOw2aSfKV9,2,17
User4,23242521887,user4@example.com,2aMZEJZwWouRzOw2aSfKV9,2,18
User5,50232468489,user5@example.com,2aMZEJZwWouRzOw2aSfKV9,2,16
User1,81535322800,user1@example.com,2aMZEJZwWouRzOw2aSfKV9,3,37
User7,39570085044,user7@example.com,2aMZEJZwWouRzOw2aSfKV9,1,5
User10,48017760206,user10@example.com,2zzjpwG8wu3skr08m7rM6e,2,14
User5,50232468489,user5@example.com,2zzjpwG8wu3skr08m7rM6e,4,1
User5,50232468489,user5@example.com,2zzjpwG8wu3skr08m7rM6e,4,24
User7,39570085044,user7@example.com,2zzjpwG8wu3skr08m7rM6e,1,50
User5,50232468489,user5@example.com,2MbsC60IxeyJNVRRgeqH4w,4,45
User4,23242521887,user4@example.com,2MbsC60IxeyJNVRRgeqH4w,4,42
User4,23242521887,user4@example.com,2MbsC60IxeyJNVRRgeqH4w,3,46
User4,23242521887,user4@example.com,2MbsC60IxeyJNVRRgeqH4w,4,42
User6,30974519179,user6@example.com,2Zq3Trov36G0TtrUt4ZklL,2,15
User2,96581948845,user2@example.com,2Zq3Trov36G0TtrUt4ZklL,4,35
User3,52976634844,user3@example.com,2Zq3Trov36G0TtrUt4ZklL,4,23
User6,30974519179,user6@example.com,7rdHxPQimXkOcmUmsfGhxY,5,11
User6,30974519179,user6@example.com,7rdHxPQimXkOcmUmsfGhxY,2,46
User2,96581948845,user2@example.com,7rdHxPQimXkOcmUmsfGhxY,4,10
User2,96581948845,user2@example.com,7rdHxPQimXkOcmUmsfGhxY,4,9
User6,30974519179,user6@example.com,2H6cMXx0Kmj6XlbMx4BYi9,5,37
User7,39570085044,user7@example.com,2H6cMXx0Kmj6XlbMx4BYi9,3,41
User6,30974519179,user6@example.com,2H6cMXx0Kmj6XlbMx4BYi9,5,5
User10,48017760206,user10@example.com,2H6cMXx0Kmj6XlbMx4BYi9,4,4
User5,50232468489,user5@example.com,2H6cMXx0Kmj6XlbMx4BYi9,1,44
User2,96581948845,user2@example.com,6DIrsJFPypT0Z3emDKnXYd,4,25
User9,97091540855,user9@example.com,6DIrsJFPypT0Z3emDKnXYd,4,1
User8,99919249023,user8@example.com,6DIrsJFPypT0Z3emDKnXYd,2,2
User7,39570085044,user7@example.com,05aYqGC8NNxr4jiHbQXLG3,3,37
User8,99919249023,user8@example.com,0C42YiaJQyb0OExJ89bRbs,4,45
User4,23242521887,user4@example.com,1yLkASt2rIp9W5t3NuZrwQ,3,24
User2,96581948845,user2@example.com,1yLkASt2rIp9W5t3NuZrwQ,4,37
User10,48017760206,user10@example.com,2zLnwikuCxJwMkEI8tqDN4,2,47
User5,50232468489,user5@example.com,2zLnwikuCxJwMkEI8tqDN4,5,18
User3,52976634844,user3@example.com,2zLnwikuCxJwMkEI8tqDN4,3,7
User6,30974519179,user6@example.com,2zLnwikuCxJwMkEI8tqDN4,2,15
User7,39570085044,user7@example.com,0kWQFzHzEPtvrKnwngvWyb,5,6
User5,50232468489,user5@example.com,0kWQFzHzEPtvrKnwngvWyb,2,26
User10,48017760206,user10@example.com,0kWQFzHzEPtvrKnwngvWyb,1,10
User10,48017760206,user10@example.com,0kWQFzHzEPtvrKnwngvWyb,2,34
User10,48017760206,user10@example.com,0kWQFzHzEPtvrKnwngvWyb,3,3
User9,97091540855,user9@example.com,5NWYu2pYfLGu3iQB08RC4m,3,42
User7,39570085044,user7@example.com,5NWYu2pYfLGu3iQB08RC4m,4,33
User10,48017760206,user10@example.com,5NWYu2pYfLGu3iQB08RC4m,4,42
User1,81535322800,user1@example.com,4cVw1IeHrFuVS58Glolglb,1,25
User3,52976634844,user3@example.com,4cVw1IeHrFuVS58Glolglb,3,23
User6,30974519179,user6@example.com,31lp34zEvY603Xjkz2hrOo,3,44
User9,97091540855,user9@example.com,31lp34zEvY603Xjkz2hrOo,2,31
User3,52976634844,user3@example.com,31lp34zEvY603Xjkz2hrOo,5,12
User1,81535322800,user1@example.com,31lp34zEvY603Xjkz2hrOo,3,2
User7,39570085044,user7@example.com,1nNgDKWWX9MU9cp5FrHXRN,5,1
User4,23242521887,user4@example.com,1nNgDKWWX9MU9cp5FrHXRN,3,11
User1,81535322800,user1@example.com,4ljqKsDyZzicNpBIMvDaZ5,5,13
User1,81535322800,user1@example.com,4ljqKsDyZzicNpBIMvDaZ5,3,9
User6,30974519179,user6@example.com,5hw7dvgBRLvlCiALWwujYz,5,1
User4,23242521887,user4@example.com,6OTDBDVaK18xlne9rlGQok,2,1
User5,50232468489,user5@example.com,6OTDBDVaK18xlne9rlGQok,5,49
User4,23242521887,user4@example.com,6OTDBDVaK18xlne9rlGQok,2,2
User10,48017760206,user10@example.com,6OTDBDVaK18xlne9rlGQok,2,21
User5,50232468489,user5@example.com,1NXbNEAcPvY5G1xvfN57aA,4,47
User7,39570085044,user7@example.com,6gRNWnK8b8BVfzrF65HGcf,1,35
User1,81535322800,user1@example.com,6gRNWnK8b8BVfzrF65HGcf,5,44
User1,81535322800,user1@example.com,6gRNWnK8b8BVfzrF65HGcf,1,49
User8,99919249023,user8@example.com,6gRNWnK8b8BVfzrF65HGcf,1,7
User9,97091540855,user9@example.com,6gRNWnK8b8BVfzrF65HGcf,3,17
User1,81535322800,user1@example.com,1e73KA7YWgIS9cLszZJRTu,5,18
User3,52976634844,user3@example.com,1e73KA7YWgIS9cLszZJRTu,5,22
User7,39570085044,user7@example.com,1e73KA7YWgIS9cLszZJRTu,4,45
User3,52976634844,user3@example.com,1e73KA7YWgIS9cLszZJRTu,4,44
User3,52976634844,user3@example.com,1e73KA7YWgIS9cLszZJRTu,2,14
User2,96581948845,user2@example.com,44NbFZ0gEZ4U0LMMsHWyb3,2,16
User10,48017760206,user10@example.com,44NbFZ0gEZ4U0LMMsHWyb3,4,3
User6,30974519179,user6@example.com,44NbFZ0gEZ4U0LMMsHWyb3,2,7
User3,52976634844,user3@example.com,44NbFZ0gEZ4U0LMMsHWyb3,2,18
User2,96581948845,user2@example.com,44NbFZ0gEZ4U0LMMsHWyb3,4,7
User9,97091540855,user9@example.com,05RK4klU7S2Jm50ONIjyM4,1,15
User1,81535322800,user1@example.com,05RK4klU7S2Jm50ONIjyM4,4,10
User5,50232468489,user5@example.com,05RK4klU7S2Jm50ONIjyM4,3,26
User2,96581948845,user2@example.com,0Oriikd4ETp5qmzek6ZUD5,3,31
User2,96581948845,user2@example.com,0Oriikd4ETp5qmzek6ZUD5,5,27
User3,52976634844,user3@example.com,0Oriikd4ETp5qmzek6ZUD5,2,24
User6,30974519179,user6@example.com,0Oriikd4ETp5qmzek6ZUD5,5,9
User2,96581948845,user2@example.com,5jw5yNpSTxdBAr1AV3N96s,1,42
User9,97091540855,user9@example.com,5jw5yNpSTxdBAr1AV3N96s,5,37
User4,23242521887,user4@example.com,5jw5yNpSTxdBAr1AV3N96s,4,44
User4,23242521887,user4@example.com,5jw5yNpSTxdBAr1AV3N96s,1,1
User4,23242521887,user4@example.com,5jw5yNpSTxdBAr1AV3N96s,5,34
User10,48017760206,user10@example.com,0lRnxwJeUOxwEvWMw4uQKj,1,20
User7,39570085044,user7@example.com,0lRnxwJeUOxwEvWMw4uQKj,4,32
User10,48017760206,user10@example.com,0lRnxwJeUOxwEvWMw4uQKj,4,36
User9,97091540855,user9@example.com,0lRnxwJeUOxwEvWMw4uQKj,3,25
User4,23242521887,user4@example.com,6q43CVVE0VXEWlDjPdgH0c,2,7
User6,30974519179,user6@example.com,6q43CVVE0VXEWlDjPdgH0c,3,48
User10,48017760206,user10@example.com,6q43CVVE0VXEWlDjPdgH0c,2,29
User6,30974519179,user6@example.com,6q43CVVE0VXEWlDjPdgH0c,4,13
User5,50232468489,user5@example.com,0vXBmU9Zus9ZtbR4kvZAjH,1,48
User2,96581948845,user2@example.com,0vXBmU9Zus9ZtbR4kvZAjH,2,41
User10,48017760206,user10@example.com,0vXBmU9Zus9ZtbR4kvZAjH,5,32
User6,30974519179,user6@example.com,5UDCl2GNB6gT4ataiXTIGH,5,17
User3,52976634844,user3@example.com,5UDCl2GNB6gT4ataiXTIGH,5,12
User1,81535322800,user1@example.com,0dtNBn7Uww8lHFTs6mittj,4,30
User4,23242521887,user4@example.com,2OZVskV28xxJjjhQqKTLSg,4,10
User2,96581948845,user2@example.com,2OZVskV28xxJjjhQqKTLSg,4,3
User5,50232468489,user5@example.com,27sGm7McOlhSQ1szOJlpt8,1,44
User1,81535322800,user1@example.com,6wi4GsP24EbQK8xrFl9tqI,1,44
User8,99919249023,user8@example.com,6wi4GsP24EbQK8xrFl9tqI,3,27
User6,30974519179,user6@example.com,6wi4GsP24EbQK8xrFl9tqI,4,34
User6,30974519179,user6@example.com,7Lo6USa0PiDkwSL3SkohSi,5,14
User10,48017760206,user10@example.com,7Lo6USa0PiDkwSL3SkohSi,1,13
User10,48017760206,user10@example.com,7Lo6USa0PiDkwSL3SkohSi,5,44
User5,50232468489,user5@example.com,3Dy4xsff7c0fRaTJpA54yd,5,31
User4,23242521887,user4@example.com,3Dy4xsff7c0fRaTJpA54yd,2,39
User4,23242521887,user4@example.com,3Dy4xsff7c0fRaTJpA54yd,2,5
User8,99919249023,user8@example.com,6t62npoUwUGjrwIawdgwA5,1,19
User8,99919249023,user8@example.com,2uHi2Fc38bs1keR72wTpwd,1,36
User7,39570085044,user7@example.com,2uHi2Fc38bs1keR72wTpwd,1,17
User9,97091540855,user9@example.com,2uHi2Fc38bs1keR72wTpwd,2,41
User10,48017760206,user10@example.com,2uHi2Fc38bs1keR72wTpwd,4,38
User10,48017760206,user10@example.com,3oKtvkoervQjzXyh1OMHHq,1,32
User6,30974519179,user6@example.com,3oKtvkoervQjzXyh1OMHHq,1,5
User7,39570085044,user7@example.com,3oKtvkoervQjzXyh1OMHHq,1,12
User2,96581948845,user2@example.com,3oKtvkoervQjzXyh1OMHHq,2,42
User7,39570085044,user7@example.com,3oKtvkoervQjzXyh1OMHHq,4,11
User10,48017760206,user10@example.com,4nds6JYKbzMdpXwuINhSEZ,5,46
User6,30974519179,user6@example.com,2n3qIOygTL44mYyPIqlH5q,5,32
User1,81535322800,user1@example.com,0n2QFaU59wkNJW0ruoaGeY,2,50
User5,50232468489,user5@example.com,0n2QFaU59wkNJW0ruoaGeY,3,20
User3,52976634844,user3@example.com,0n2QFaU59wkNJW0ruoaGeY,2,17
User2,96581948845,user2@example.com,0n2QFaU59wkNJW0ruoaGeY,5,33
User8,99919249023,user8@example.com,6hjbNbbRdTCIW9qcZ8OA7t,5,19
User8,99919249023,user8@example.com,6hjbNbbRdTCIW9qcZ8OA7t,3,12
User4,23242521887,user4@example.com,6hjbNbbRdTCIW9qcZ8OA7t,3,26
User2,96581948845,user2@example.com,1DwscornXpj8fmOmYVlqZt,4,11
User4,23242521887,user4@example.com,1DwscornXpj8fmOmYVlqZt,1,40
User4,23242521887,user4@example.com,1DwscornXpj8fmOmYVlqZt,1,18
User8,99919249023,user8@example.com,2qtQauWqPaGHrmrXbDa35k,2,13
User9,97091540855,user9@example.com,2qtQauWqPaGHrmrXbDa35k,1,10
User3,52976634844,user3@example.com,0l72HGRQkAR0imHxvpLi8a,5,33
User1,81535322800,user1@example.com,0l72HGRQkAR0imHxvpLi8a,1,21
User5,50232468489,user5@example.com,0l72HGRQkAR0imHxvpLi8a,1,14
User1,81535322800,user1@example.com,0l72HGRQkAR0imHxvpLi8a,1,31
User2,96581948845,user2@example.com,0l72HGRQkAR0imHxvpLi8a,1,36
User6,30974519179,user6@example.com,4idqAxBL2zVyfyMhi8QSZK,2,35
User2,96581948845,user2@example.com,4idqAxBL2zVyfyMhi8QSZK,5,44
User3,52976634844,user3@example.com,4idqAxBL2zVyfyMhi8QSZK,5,42
User5,50232468489,user5@example.com,4idqAxBL2zVyfyMhi8QSZK,3,39
User1,81535322800,user1@example.com,4idqAxBL2zVyfyMhi8QSZK,1,32
User1,81535322800,user1@example.com,4WFfPxJv1KRekG6mxn837K,1,7
User1,81535322800,user1@example.com,4WFfPxJv1KRekG6mxn837K,2,24
User8,99919249023,user8@example.com,4WFfPxJv1KRekG6mxn837K,4,41
User2,96581948845,user2@example.com,4WFfPxJv1KRekG6mxn837K,3,33
User1,81535322800,user1@example.com,4WFfPxJv1KRekG6mxn837K,1,49
User3,52976634844,user3@example.com,6I65Y2uL3LrvFuBS5LNVZa,4,42
User4,23242521887,user4@example.com,0fOblXmOu0vHm0fa2RezCC,4,13
User9,97091540855,user9@example.com,1heaOeArQtwtQKRK0gJe42,2,40
User4,23242521887,user4@example.com,3Du1WPZLhETDT6Jr4eumkU,5,49
User1,81535322800,user1@example.com,3Du1WPZLhETDT6Jr4eumkU,2,16
User10,48017760206,user10@example.com,3m2dgCQagVWkSha04cZn23,3,39
User9,97091540855,user9@example.com,3m2dgCQagVWkSha04cZn23,1,13
User3,52976634844,user3@example.com,3m2dgCQagVWkSha04cZn23,2,14
User4,23242521887,user4@example.com,3m2dgCQagVWkSha04cZn23,2,28
User2,96581948845,user2@example.com,3m2dgCQagVWkSha04cZn23,5,49
User2,96581948845,user2@example.com,2omFbch4mNZo3ksaQeX78X,3,45
User3,52976634844,user3@example.com,5LlDzb8dY5h4npkWKVmjT5,2,42
User3,52976634844,user3@example.com,5LlDzb8dY5h4npkWKVmjT5,1,29
User9,97091540855,user9@example.com,5LlDzb8dY5h4npkWKVmjT5,1,35
User1,81535322800,user1@example.com,4J1B7f8dgMWAcAHEm6Mvi8,3,24
User6,30974519179,user6@example.com,4J1B7f8dgMWAcAHEm6Mvi8,3,26
User5,50232468489,user5@example.com,0jPkYjkGxwWMsRaTQbhV0x,3,28
User6,30974519179,user6@example.com,0jPkYjkGxwWMsRaTQbhV0x,2,49
User5,50232468489,user5@example.com,0jPkYjkGxwWMsRaTQbhV0x,2,45
User8,99919249023,user8@example.com,0jPkYjkGxwWMsRaTQbhV0x,1,43
User1,81535322800,user1@example.com,7sgx2p6KPYPia5fowJNZzO,1,5
User9,97091540855,user9@example.com,7sgx2p6KPYPia5fowJNZzO,1,3
User9,97091540855,user9@example.com,7sgx2p6KPYPia5fowJNZzO,3,5
User8,99919249023,user8@example.com,7sgx2p6KPYPia5fowJNZzO,4,8
User8,99919249023,user8@example.com,31TXxq8gfgYyrYClnYY48m,5,17
User2,96581948845,user2@example.com,31TXxq8gfgYyrYClnYY48m,3,10
User2,96581948845,user2@example.com,5eXgqtg3T8Av0m1FUaGHex,4,26
User5,50232468489,user5@example.com,5eXgqtg3T8Av0m1FUaGHex,3,36
User2,96581948845,user2@example.com,5eXgqtg3T8Av0m1FUaGHex,4,49
User6,30974519179,user6@example.com,5eXgqtg3T8Av0m1FUaGHex,3,39
User5,50232468489,user5@example.com,7wT275baetTMjwGNanHAno,4,23
User5,50232468489,user5@example.com,7wT275baetTMjwGNanHAno,2,9
User6,30974519179,user6@example.com,7wT275baetTMjwGNanHAno,4,40
User10,48017760206,user10@example.com,6r4DKBIre2t3kU3FYMhhbN,5,48
User6,30974519179,user6@example.com,6r4DKBIre2t3kU3FYMhhbN,1,25
User10,48017760206,user10@example.com,52LucZg8sDnqlkwXL6E7uX,5,31
User2,96581948845,user2@example.com,2fTj7u4KEt7JfWQw4Qgj2J,1,36
User3,52976634844,user3@example.com,2fTj7u4KEt7JfWQw4Qgj2J,3,31
User8,99919249023,user8@example.com,2fTj7u4KEt7JfWQw4Qgj2J,2,26
User3,52976634844,user3@example.com,3gKR0BUqtDToXhqhTH7Opg,4,24
User1,81535322800,user1@example.com,3gKR0BUqtDToXhqhTH7Opg,1,14
User6,30974519179,user6@example.com,3gKR0BUqtDToXhqhTH7Opg,5,27
User1,81535322800,user1@example.com,3gKR0BUqtDToXhqhTH7Opg,3,28
User2,96581948845,user2@example.com,3gKR0BUqtDToXhqhTH7Opg,1,43
User4,23242521887,user4@example.com,2sMrvqJHSHGZ6uKcWoSNvW,2,27
User8,99919249023,user8@example.com,2sMrvqJHSHGZ6uKcWoSNvW,5,25
User5,50232468489,user5@example.com,2sMrvqJHSHGZ6uKcWoSNvW,2,48
User8,99919249023,user8@example.com,2sMrvqJHSHGZ6uKcWoSNvW,1,1
User5,50232468489,user5@example.com,2sMrvqJHSHGZ6uKcWoSNvW,4,8
User5,50232468489,user5@example.com,62V2ZHslgQV98gH4AuVXnr,5,3
User5,50232468489,user5@example.com,62V2ZHslgQV98gH4AuVXnr,5,40
User10,48017760206,user10@example.com,62V2ZHslgQV98gH4AuVXnr,2,28
User3,52976634844,user3@example.com,4DCyPp2B9vSmkPUkctFumT,5,48
User7,39570085044,user7@example.com,4DCyPp2B9vSmkPUkctFumT,1,32
User8,99919249023,user8@example.com,3yWuTOYDztXjZxdE2cIRUa,4,33
User7,39570085044,user7@example.com,3yWuTOYDztXjZxdE2cIRUa,2,9
User3,52976634844,user3@example.com,1k2aDzjpZVZPA2N3mMLbWq,2,45
User7,39570085044,user7@example.com,1k2aDzjpZVZPA2N3mMLbWq,1,25
User5,50232468489,user5@example.com,1k2aDzjpZVZPA2N3mMLbWq,4,20
User1,81535322800,user1@example.com,1k2aDzjpZVZPA2N3mMLbWq,3,44
User10,48017760206,user10@example.com,1k2aDzjpZVZPA2N3mMLbWq,3,45
User5,50232468489,user5@example.com,4qmFC3Jz5aQ0erlk2OSi2X,2,9
User7,39570085044,user7@example.com,4qmFC3Jz5aQ0erlk2OSi2X,1,28
User6,30974519179,user6@example.com,4qmFC3Jz5aQ0erlk2OSi2X,1,22
User10,48017760206,user10@example.com,4qmFC3Jz5aQ0erlk2OSi2X,2,29
User3,52976634844,user3@example.com,0P3GQuGbDqVP9ZMs19RcUa,3,16
User7,39570085044,user7@example.com,0P3GQuGbDqVP9ZMs19RcUa,5,43
User2,96581948845,user2@example.com,0P3GQuGbDqVP9ZMs19RcUa,4,34
User9,97091540855,user9@example.com,0P3GQuGbDqVP9ZMs19RcUa,1,24
User9,97091540855,user9@example.com,0P3GQuGbDqVP9ZMs19RcUa,1,43
User4,23242521887,user4@example.com,29JrUHRJumKzVu5xeELYFV,4,23
User9,97091540855,user9@example.com,2x3mwb96B6TquRqMtbxUE1,2,32
User8,99919249023,user8@example.com,2x3mwb96B6TquRqMtbxUE1,3,50
User5,50232468489,user5@example.com,1jVMR9A0OYA8nFynsTnQsx,5,10
User4,23242521887,user4@example.com,1jVMR9A0OYA8nFynsTnQsx,2,43
User6,30974519179,user6@example.com,1jVMR9A0OYA8nFynsTnQsx,2,41
User7,39570085044,user7@example.com,1jVMR9A0OYA8nFynsTnQsx,3,30
User6,30974519179,user6@example.com,1jVMR9A0OYA8nFynsTnQsx,5,41
User2,96581948845,user2@example.com,1appZ3c336FkPvCuywfmrs,2,43
User6,30974519179,user6@example.com,1appZ3c336FkPvCuywfmrs,1,40
User9,97091540855,user9@example.com,1appZ3c336FkPvCuywfmrs,5,48
User9,97091540855,user9@example.com,1appZ3c336FkPvCuywfmrs,3,43
User9,97091540855,user9@example.com,2TEQvxxQabwLQMqWMg1qGu,4,5
User2,96581948845,user2@example.com,2TEQvxxQabwLQMqWMg1qGu,5,11
User8,99919249023,user8@example.com,2TEQvxxQabwLQMqWMg1qGu,1,21
User1,81535322800,user1@example.com,5ylJtmaWPJ33cW3En7WOu0,3,18
User1,81535322800,user1@example.com,017erFbOyCrdz0yburnVGZ,3,33
User1,81535322800,user1@example.com,017erFbOyCrdz0yburnVGZ,5,34
User4,23242521887,user4@example.com,017erFbOyCrdz0yburnVGZ,2,46
User10,48017760206,user10@example.com,017erFbOyCrdz0yburnVGZ,3,15
User7,39570085044,user7@example.com,5E2y5TSb2RJNCO01QjkgLf,1,38
User3,52976634844,user3@example.com,5E2y5TSb2RJNCO01QjkgLf,5,4
User8,99919249023,user8@example.com,5E2y5TSb2RJNCO01QjkgLf,2,12
User2,96581948845,user2@example.com,5E2y5TSb2RJNCO01QjkgLf,2,35
User1,81535322800,user1@example.com,62HoDY1Km6lm47haFpUn9c,2,19
User4,23242521887,user4@example.com,62HoDY1Km6lm47haFpUn9c,5,1
User10,48017760206,user10@example.com,62HoDY1Km6lm47haFpUn9c,1,50
User7,39570085044,user7@example.com,62HoDY1Km6lm47haFpUn9c,2,13
User3,52976634844,user3@example.com,62HoDY1Km6lm47haFpUn9c,3,23
User7,39570085044,user7@example.com,1jgTiNob5cVyXeJ3WgX5bL,1,13
User7,39570085044,user7@example.com,1jgTiNob5cVyXeJ3WgX5bL,1,37
User5,50232468489,user5@example.com,1jgTiNob5cVyXeJ3WgX5bL,1,33
User8,99919249023,user8@example.com,4O31bgaZWxZkF3uHrdyavg,5,49
User2,96581948845,user2@example.com,4O31bgaZWxZkF3uHrdyavg,2,22
User2,96581948845,user2@example.com,03bTIHJElXZ0O0jqOQvAbY,4,26
User2,96581948845,user2@example.com,03bTIHJElXZ0O0jqOQvAbY,3,29
User2,96581948845,user2@example.com,03bTIHJElXZ0O0jqOQvAbY,2,14
User6,30974519179,user6@example.com,4NgPNxsqi2HQ7AnCvvRK8G,3,3
User7,39570085044,user7@example.com,4NgPNxsqi2HQ7AnCvvRK8G,2,8
User10,48017760206,user10@example.com,4NgPNxsqi2HQ7AnCvvRK8G,4,36
User5,50232468489,user5@example.com,1dosSsKwYF7hoQA2kuu6wI,1,3
User8,99919249023,user8@example.com,1auysW6jt1rZwBGyEDRKWc,3,17
User10,48017760206,user10@example.com,1auysW6jt1rZwBGyEDRKWc,5,31
User6,30974519179,user6@example.com,1auysW6jt1rZwBGyEDRKWc,5,8
User8,99919249023,user8@example.com,1auysW6jt1rZwBGyEDRKWc,3,34
User6,30974519179,user6@example.com,1auysW6jt1rZwBGyEDRKWc,4,26
User7,39570085044,user7@example.com,0N979cmYBbE2TyhrW6KZu0,1,1
User9,97091540855,user9@example.com,0N979cmYBbE2TyhrW6KZu0,4,26
User9,97091540855,user9@example.com,0N979cmYBbE2TyhrW6KZu0,2,24
User9,97091540855,user9@example.com,0N979cmYBbE2TyhrW6KZu0,2,46
User7,39570085044,user7@example.com,0N979cmYBbE2TyhrW6KZu0,1,13
User6,30974519179,user6@example.com,280erC1K7sdT9ngrmIW3Fl,1,8
User1,81535322800,user1@example.com,280erC1K7sdT9ngrmIW3Fl,3,19
User2,96581948845,user2@example.com,280erC1K7sdT9ngrmIW3Fl,1,31
User9,97091540855,user9@example.com,3SHZFceclOHREMcgZJERnf,3,9
User9,97091540855,user9@example.com,3SHZFceclOHREMcgZJERnf,1,39
User9,97091540855,user9@example.com,3SHZFceclOHREMcgZJERnf,3,16
User10,48017760206,user10@example.com,3SHZFceclOHREMcgZJERnf,3,38
User1,81535322800,user1@example.com,7AD4wFJjj4o3goO7FHtSW8,5,46
